name,age,country,year,sports,gold_medal,silver_medal,brone_medal,total_medal,Date
Tatyana Kotova,27.0,Russia,2004,Athletics,0,0,1,1,2004-08-29
Zoltán Kovágó,25.0,Hungary,2004,Athletics,0,1,0,1,2004-08-29
Olesya Krasnomovets,25.0,Russia,2004,Athletics,0,1,0,1,2004-08-29
Svetlana Krivelyova,35.0,Russia,2004,Athletics,0,0,1,1,2004-08-29
Larisa Kruglova,31.0,Russia,2004,Athletics,0,1,0,1,2004-08-29
Olga Kuzenkova,33.0,Russia,2004,Athletics,1,0,0,1,2004-08-29
Bernard Lagat,29.0,Kenya,2004,Athletics,0,1,0,1,2004-08-29
Tayna Lawrence,28.0,Jamaica,2004,Athletics,1,0,0,1,2004-08-29
Mark Lewis Francis,21.0,Great Britain,2004,Athletics,1,0,0,1,2004-08-29
Liu Xiang,21.0,China,2004,Athletics,1,0,0,1,2004-08-29
Tim Mack,31.0,United States,2004,Athletics,1,0,0,1,2004-08-29
Sergey Makarov,31.0,Russia,2004,Athletics,0,0,1,1,2004-08-29
Véronique Mang,19.0,France,2004,Athletics,0,0,1,1,2004-08-29
Mirela Maniani Tzelili,27.0,Greece,2004,Athletics,0,0,1,1,2004-08-29
Joan Lino Martínez,26.0,Spain,2004,Athletics,0,0,1,1,2004-08-29
Françoise Mbango,28.0,Cameroon,2004,Athletics,1,0,0,1,2004-08-29
Beverly McDonald,34.0,Jamaica,2004,Athletics,1,0,0,1,2004-08-29
Danny McFarlane,32.0,Jamaica,2004,Athletics,0,1,0,1,2004-08-29
Osleidys Menéndez,24.0,Cuba,2004,Athletics,1,0,0,1,2004-08-29
Coby Miller,27.0,United States,2004,Athletics,0,1,0,1,2004-08-29
John Moffitt,23.0,United States,2004,Athletics,0,1,0,1,2004-08-29
Yipsi Moreno,23.0,Cuba,2004,Athletics,0,1,0,1,2004-08-29
Melissa Morrison,33.0,United States,2004,Athletics,0,0,1,1,2004-08-29
Mbulaeni Mulaudzi,23.0,South Africa,2004,Athletics,0,1,0,1,2004-08-29
Koji Murofushi,29.0,Japan,2004,Athletics,1,0,0,1,2004-08-29
Nataliya Nazarova,25.0,Russia,2004,Athletics,0,1,0,1,2004-08-29
Catherine Ndereba,32.0,Kenya,2004,Athletics,0,1,0,1,2004-08-29
Adam Nelson,29.0,United States,2004,Athletics,0,1,0,1,2004-08-29
Steffi Nerius,32.0,Germany,2004,Athletics,0,1,0,1,2004-08-29
Yuliya Nesterenko,25.0,Belarus,2004,Athletics,1,0,0,1,2004-08-29
Denis Nizhegorodov,24.0,Russia,2004,Athletics,0,1,0,1,2004-08-29
Mizuki Noguchi,26.0,Japan,2004,Athletics,1,0,0,1,2004-08-29
Francis Obikwelu,25.0,Portugal,2004,Athletics,0,1,0,1,2004-08-29
Isabella Ochichi,24.0,Kenya,2004,Athletics,0,1,0,1,2004-08-29
Joachim Olsen,27.0,Denmark,2004,Athletics,0,0,1,1,2004-08-29
Christian Olsson,24.0,Sweden,2004,Athletics,1,0,0,1,2004-08-29
Marian Oprea,22.0,Romania,2004,Athletics,0,1,0,1,2004-08-29
Mark Ormrod,21.0,Australia,2004,Athletics,0,1,0,1,2004-08-29
Olena Ovcharova Krasovska,28.0,Ukraine,2004,Athletics,0,1,0,1,2004-08-29
Darvis Patton,26.0,United States,2004,Athletics,0,1,0,1,2004-08-29
Dwight Phillips,26.0,United States,2004,Athletics,1,0,0,1,2004-08-29
Sandie Richards,35.0,Jamaica,2004,Athletics,0,0,1,1,2004-08-29
Sanya Richards Ross,19.0,United States,2004,Athletics,1,0,0,1,2004-08-29
Moushaumi Robinson,23.0,United States,2004,Athletics,1,0,0,1,2004-08-29
Andrew Rock,22.0,United States,2004,Athletics,1,0,0,1,2004-08-29
Anna Rogowska,23.0,Poland,2004,Athletics,0,0,1,1,2004-08-29
Nataliya Sadova,32.0,Russia,2004,Athletics,1,0,0,1,2004-08-29
Félix Sánchez,26.0,Dominican Republic,2004,Athletics,1,0,0,1,2004-08-29
Jane Saville,29.0,Australia,2004,Athletics,0,0,1,1,2004-08-29
Roman Šebrle,29.0,Czech Republic,2004,Athletics,1,0,0,1,2004-08-29
Sileshi Sihine,21.0,Ethiopia,2004,Athletics,0,1,0,1,2004-08-29
Rui Silva,27.0,Portugal,2004,Athletics,0,0,1,1,2004-08-29
Irina Simagina,22.0,Russia,2004,Athletics,0,1,0,1,2004-08-29
Sherone Simpson,20.0,Jamaica,2004,Athletics,1,0,0,1,2004-08-29
Austra Skujyte,25.0,Lithuania,2004,Athletics,0,1,0,1,2004-08-29
Yelena Slesarenko,22.0,Russia,2004,Athletics,1,0,0,1,2004-08-29
Ronetta Smith,24.0,Jamaica,2004,Athletics,0,0,1,1,2004-08-29
Kelly Sotherton,27.0,Great Britain,2004,Athletics,0,0,1,1,2004-08-29
John Steffensen,21.0,Australia,2004,Athletics,0,1,0,1,2004-08-29
Toby Stevenson,27.0,United States,2004,Athletics,0,1,0,1,2004-08-29
Vita Stopina,28.0,Ukraine,2004,Athletics,0,0,1,1,2004-08-29
Hestrie Storbeck Cloete,26.0,South Africa,2004,Athletics,0,1,0,1,2004-08-29
Yuliya Tabakova,24.0,Russia,2004,Athletics,0,1,0,1,2004-08-29
Zersenay Tadesse,22.0,Eritrea,2004,Athletics,0,0,1,1,2004-08-29
Aleksander Tammert,31.0,Estonia,2004,Athletics,0,0,1,1,2004-08-29
Ionela Târlea Manolache,28.0,Romania,2004,Athletics,0,1,0,1,2004-08-29
Tetiana Tereshchuk Antypova,34.0,Ukraine,2004,Athletics,0,0,1,1,2004-08-29
Andreas Thorkildsen,22.0,Norway,2004,Athletics,1,0,0,1,2004-08-29
Ivan Tikhon,28.0,Belarus,2004,Athletics,0,1,0,1,2004-08-29
Tatyana Tomashova,29.0,Russia,2004,Athletics,0,1,0,1,2004-08-29
Terrence Trammell,25.0,United States,2004,Athletics,0,1,0,1,2004-08-29
DeeDee Trotter,21.0,United States,2004,Athletics,1,0,0,1,2004-08-29
Athanasia Tsoumeleka,22.0,Greece,2004,Athletics,1,0,0,1,2004-08-29
Derartu Tulu,32.0,Ethiopia,2004,Athletics,0,0,1,1,2004-08-29
Enefiok Udo Obong,22.0,Nigeria,2004,Athletics,0,0,1,1,2004-08-29
Vadims Vasilevskis,22.0,Latvia,2004,Athletics,0,1,0,1,2004-08-29
Aleksey Voyevodin,34.0,Russia,2004,Athletics,0,0,1,1,2004-08-29
Saul Weigopwa,18.0,Nigeria,2004,Athletics,0,0,1,1,2004-08-29
Bernard Williams III,26.0,United States,2004,Athletics,0,1,0,1,2004-08-29
Lauryn Williams,20.0,United States,2004,Athletics,0,1,0,1,2004-08-29
Tonique Williams Darling,28.0,Bahamas,2004,Athletics,1,0,0,1,2004-08-29
Novlene Williams Mills,22.0,Jamaica,2004,Athletics,0,0,1,1,2004-08-29
Darold Williamson,21.0,United States,2004,Athletics,1,0,0,1,2004-08-29
Kelly Willie,21.0,United States,2004,Athletics,1,0,0,1,2004-08-29
Xing Huina,20.0,China,2004,Athletics,1,0,0,1,2004-08-29
Irina Yatchenko,38.0,Belarus,2004,Athletics,0,0,1,1,2004-08-29
Olesya Zykina,23.0,Russia,2004,Athletics,0,1,0,1,2004-08-29
Gezahgne Abera,22.0,Ethiopia,2000,Athletics,1,0,0,1,2000-10-01
Hadi Soua'an Al Somaily,23.0,Saudi Arabia,2000,Athletics,0,1,0,1,2000-10-01
Virgilijus Alekna,28.0,Lithuania,2000,Athletics,1,0,0,1,2000-10-01
Glory Alozie,22.0,Nigeria,2000,Athletics,0,1,0,1,2000-10-01
Andrea Anderson,23.0,United States,2000,Athletics,1,0,0,1,2000-10-01
Vladimir Andreyev,34.0,Russia,2000,Athletics,0,0,1,1,2000-10-01
Igor Astapkovich,37.0,Belarus,2000,Athletics,0,0,1,1,2000-10-01
Nduka Awazie,19.0,Nigeria,2000,Athletics,1,0,0,1,2000-10-01
Sanjay Ayre,20.0,Jamaica,2000,Athletics,0,1,0,1,2000-10-01
Steve Backley,31.0,Great Britain,2000,Athletics,0,1,0,1,2000-10-01
Sunday Bada,31.0,Nigeria,2000,Athletics,1,0,0,1,2000-10-01
Violeta Beclea Szekely,35.0,Romania,2000,Athletics,0,1,0,1,2000-10-01
Kajsa Bergqvist,23.0,Sweden,2000,Athletics,0,0,1,1,2000-10-01
Nezha Bidouane,31.0,Morocco,2000,Athletics,0,0,1,1,2000-10-01
Michael Blackwood,22.0,Jamaica,2000,Athletics,0,1,0,1,2000-10-01
Wilson Boit Kipketer,26.0,Kenya,2000,Athletics,0,1,0,1,2000-10-01
Kenny Brokenburr,31.0,United States,2000,Athletics,1,0,0,1,2000-10-01
Chris Brown,21.0,Bahamas,2000,Athletics,0,0,1,1,2000-10-01
Michelle Burgher,23.0,Jamaica,2000,Athletics,0,1,0,1,2000-10-01
Darren Campbell,27.0,Great Britain,2000,Athletics,0,1,0,1,2000-10-01
Veronica Campbell Brown,18.0,Jamaica,2000,Athletics,0,1,0,1,2000-10-01
José A. César,22.0,Cuba,2000,Athletics,0,0,1,1,2000-10-01
Joyce Chepchumba,29.0,Kenya,2000,Athletics,0,0,1,1,2000-10-01
Clement Chukwu,27.0,Nigeria,2000,Athletics,1,0,0,1,2000-10-01
Eldece Clarke Lewis,35.0,Bahamas,2000,Athletics,1,0,0,1,2000-10-01
LaTasha Colander Richardson,24.0,United States,2000,Athletics,1,0,0,1,2000-10-01
Mark Crear,31.0,United States,2000,Athletics,0,0,1,1,2000-10-01
André da Silva,27.0,Brazil,2000,Athletics,0,1,0,1,2000-10-01
Claudinei da Silva,29.0,Brazil,2000,Athletics,0,1,0,1,2000-10-01
Stacy Dragila,29.0,United States,2000,Athletics,1,0,0,1,2000-10-01
Heike Drechsler,35.0,Germany,2000,Athletics,1,0,0,1,2000-10-01
